,大学名,学部,大学詳細ページ,偏差値,倍率情報,合格体験記,入試日程
163,山形大学,人文社会/人文／グロ、人間文,http://www.toshin-daigaku.com/detail_lecture.php?id=009,61,https://www.toshin.com/examinee/detail.php?id=9,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%BC%98%E5%89%8D%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=山形&univ_name=山形大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
164,茨城大学,人文社会/現代社会、法律経済,http://www.toshin-daigaku.com/detail_lecture.php?id=011,61,https://www.toshin.com/examinee/detail.php?id=11,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E8%8C%A8%E5%9F%8E%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=茨城&univ_name=茨城大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
165,宇都宮大学,国際/国際,http://www.toshin-daigaku.com/detail_lecture.php?id=013,61,https://www.toshin.com/examinee/detail.php?id=13,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%AE%87%E9%83%BD%E5%AE%AE%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=栃木&univ_name=宇都宮大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
166,埼玉大学,教育/学校／小学校・英語、教育、国語、社会、心理,http://www.toshin-daigaku.com/detail_lecture.php?id=015,61,https://www.toshin.com/examinee/detail.php?id=15,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%9F%BC%E7%8E%89%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=埼玉&univ_name=埼玉大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
167,埼玉大学,教育/学校／中学校・英語,http://www.toshin-daigaku.com/detail_lecture.php?id=015,61,https://www.toshin.com/examinee/detail.php?id=15,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%9F%BC%E7%8E%89%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=埼玉&univ_name=埼玉大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
168,埼玉大学,経済/経済(一般),http://www.toshin-daigaku.com/detail_lecture.php?id=015,61,https://www.toshin.com/examinee/detail.php?id=15,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%9F%BC%E7%8E%89%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=埼玉&univ_name=埼玉大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
169,千葉大学,教育/学校／小学,http://www.toshin-daigaku.com/detail_lecture.php?id=016,61,https://www.toshin.com/examinee/detail.php?id=16,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%8D%83%E8%91%89%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=千葉&univ_name=千葉大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
170,お茶の水女子大学,文教育/芸術／舞踊教,http://www.toshin-daigaku.com/detail_lecture.php?id=017,61,https://www.toshin.com/examinee/detail.php?id=17,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E3%81%8A%E8%8C%B6%E3%81%AE%E6%B0%B4%E5%A5%B3%E5%AD%90%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=東京&univ_name=お茶の水女子大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
171,東京学芸大学,教育/教育支援／多文化、表現教,http://www.toshin-daigaku.com/detail_lecture.php?id=022,61,https://www.toshin.com/examinee/detail.php?id=22,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%9D%B1%E4%BA%AC%E5%AD%A6%E8%8A%B8%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=東京&univ_name=東京学芸大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
172,東京学芸大学,教育/初等／国語、国際教、幼児教,http://www.toshin-daigaku.com/detail_lecture.php?id=022,61,https://www.toshin.com/examinee/detail.php?id=22,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%9D%B1%E4%BA%AC%E5%AD%A6%E8%8A%B8%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=東京&univ_name=東京学芸大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
173,東京学芸大学,教育/中等／保健体,http://www.toshin-daigaku.com/detail_lecture.php?id=022,61,https://www.toshin.com/examinee/detail.php?id=22,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%9D%B1%E4%BA%AC%E5%AD%A6%E8%8A%B8%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=東京&univ_name=東京学芸大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
174,東京藝術大学,音楽/作曲,http://www.toshin-daigaku.com/detail_lecture.php?id=023,61,https://www.toshin.com/examinee/detail.php?id=23,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%9D%B1%E4%BA%AC%E5%AD%A6%E8%8A%B8%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=東京&univ_name=東京藝術大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
175,横浜国立大学,教育/学校／自然・生活,http://www.toshin-daigaku.com/detail_lecture.php?id=027,61,https://www.toshin.com/examinee/detail.php?id=27,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%A8%AA%E6%B5%9C%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=神奈川&univ_name=横浜国立大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
176,金沢大学,人間社会/法学類、学校教育学類／共同(A)、経済学類、地域創造学類,http://www.toshin-daigaku.com/detail_lecture.php?id=031,61,https://www.toshin.com/examinee/detail.php?id=31,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E9%87%91%E6%B2%A2%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=石川&univ_name=金沢大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
177,金沢大学,融合/(文系),http://www.toshin-daigaku.com/detail_lecture.php?id=031,61,https://www.toshin.com/examinee/detail.php?id=31,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E9%87%91%E6%B2%A2%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=石川&univ_name=金沢大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
178,信州大学,経法,http://www.toshin-daigaku.com/detail_lecture.php?id=034,61,https://www.toshin.com/examinee/detail.php?id=34,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E4%BF%A1%E5%B7%9E%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=長野&univ_name=信州大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
179,静岡大学,人文社会/言語文化、法,http://www.toshin-daigaku.com/detail_lecture.php?id=036,61,https://www.toshin.com/examinee/detail.php?id=36,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E9%9D%99%E5%B2%A1%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=静岡&univ_name=静岡大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
180,愛知教育大学,教育/学校／義務／教科指導／英語、社会,http://www.toshin-daigaku.com/detail_lecture.php?id=037,61,https://www.toshin.com/examinee/detail.php?id=37,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%84%9B%E7%9F%A5%E6%95%99%E8%82%B2%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=愛知&univ_name=愛知教育大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
181,愛知教育大学,教育/学校／高等／教科学習／国語・書道,http://www.toshin-daigaku.com/detail_lecture.php?id=037,61,https://www.toshin.com/examinee/detail.php?id=37,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%84%9B%E7%9F%A5%E6%95%99%E8%82%B2%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=愛知&univ_name=愛知教育大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
182,三重大学,教育/学校／社会科／中等,http://www.toshin-daigaku.com/detail_lecture.php?id=040,61,https://www.toshin.com/examinee/detail.php?id=40,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E4%B8%89%E9%87%8D%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=三重&univ_name=三重大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
183,大阪教育大学,教育/学校／小中／英語、社会,http://www.toshin-daigaku.com/detail_lecture.php?id=045,61,https://www.toshin.com/examinee/detail.php?id=45,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%A4%A7%E9%98%AA%E6%95%99%E8%82%B2%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=大阪&univ_name=大阪教育大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
184,大阪教育大学,教育/協働／スポーツ,http://www.toshin-daigaku.com/detail_lecture.php?id=045,61,https://www.toshin.com/examinee/detail.php?id=45,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%A4%A7%E9%98%AA%E6%95%99%E8%82%B2%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=大阪&univ_name=大阪教育大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
185,奈良教育大学,教育/学校／教科(社会中等),http://www.toshin-daigaku.com/detail_lecture.php?id=047,61,https://www.toshin.com/examinee/detail.php?id=47,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%A5%88%E8%89%AF%E6%95%99%E8%82%B2%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=奈良&univ_name=奈良教育大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
186,奈良女子大学,生活環境/文化情報／生活情報、生活文化,http://www.toshin-daigaku.com/detail_lecture.php?id=048,61,https://www.toshin.com/examinee/detail.php?id=48,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%A5%88%E8%89%AF%E5%A5%B3%E5%AD%90%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=奈良&univ_name=奈良女子大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
187,岡山大学,教育/学校／小学校、幼児教,http://www.toshin-daigaku.com/detail_lecture.php?id=052,61,https://www.toshin.com/examinee/detail.php?id=52,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%B2%A1%E5%B1%B1%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=岡山&univ_name=岡山大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
188,広島大学,教育/学校／初等教,http://www.toshin-daigaku.com/detail_lecture.php?id=053,61,https://www.toshin.com/examinee/detail.php?id=53,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%BA%83%E5%B3%B6%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=広島&univ_name=広島大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
189,広島大学,教育/言語／日本語,http://www.toshin-daigaku.com/detail_lecture.php?id=053,61,https://www.toshin.com/examinee/detail.php?id=53,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%BA%83%E5%B3%B6%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=広島&univ_name=広島大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
190,山口大学,教育/学校／社会科,http://www.toshin-daigaku.com/detail_lecture.php?id=054,61,https://www.toshin.com/examinee/detail.php?id=54,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E5%B1%B1%E5%8F%A3%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=山口&univ_name=山口大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
191,熊本大学,文,http://www.toshin-daigaku.com/detail_lecture.php?id=064,61,https://www.toshin.com/examinee/detail.php?id=64,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E7%86%8A%E6%9C%AC%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=熊本&univ_name=熊本大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
192,熊本大学,法,http://www.toshin-daigaku.com/detail_lecture.php?id=064,61,https://www.toshin.com/examinee/detail.php?id=64,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E7%86%8A%E6%9C%AC%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=熊本&univ_name=熊本大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
193,高崎経済大学,地域政策/(3教科3),http://www.toshin-daigaku.com/detail_lecture.php?id=074,61,https://www.toshin.com/examinee/detail.php?id=75,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E7%86%8A%E6%9C%AC%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=群馬&univ_name=高崎経済大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
194,東京都立大学,都市環境/観光科,http://www.toshin-daigaku.com/detail_lecture.php?id=075,61,https://www.toshin.com/examinee/detail.php?id=76,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E7%86%8A%E6%9C%AC%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=東京&univ_name=東京都立大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
195,横浜市立大学,国際商/(A),http://www.toshin-daigaku.com/detail_lecture.php?id=076,61,https://www.toshin.com/examinee/detail.php?id=77,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%A8%AA%E6%B5%9C%E5%B8%82%E7%AB%8B%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=神奈川&univ_name=横浜市立大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
196,愛知県立大学,外国語/英米、国際関係,http://www.toshin-daigaku.com/detail_lecture.php?id=080,61,https://www.toshin.com/examinee/detail.php?id=81,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%84%9B%E7%9F%A5%E7%9C%8C%E7%AB%8B%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=愛知&univ_name=愛知県立大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
197,愛知県立大学,日本文化/国語国文、歴史文化,http://www.toshin-daigaku.com/detail_lecture.php?id=080,61,https://www.toshin.com/examinee/detail.php?id=81,https://www.toshin.com/taikenki/?univ_other%5B%5D=%E6%84%9B%E7%9F%A5%E7%9C%8C%E7%AB%8B%E5%A4%A7%E5%AD%A6&keyword=#result,https://www.toshin.com/nyushi_info/schedule/?univ_type=国公立&univ_pref_area=%E5%9C%B0%E6%96%B9%E3%82%92%E9%81%B8%E6%8A%9E%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84&univ_pref[]=愛知&univ_name=愛知県立大学&department=&department_class=&univ_group=0&test_date_start=&test_date_end=&application_deadline_start=&application_deadline_end=&passing_announcement_start=&passing_announcement_end=&procedure_deadline_start=&procedure_deadline_end=
